date,block,sw1,sw2,sw3,sw4,sw5,st1,st2,st3,st4,st5,ec1,ec2,ec3,ec4,ec5
29/08/2008,3,0.1286875,0.238979167,0.252666667,0.233125,0.291645833,22.08541667,21.79791667,21.92291667,21.25,21.18958333,0.148125,0.330833333,0.790833333,0.996666667,0.91
29/08/2008,4,NA,0.269166667,0.347958333,0.309166667,0.380270833,NA,21.98541667,21.8875,21.81666667,21.39375,NA,0.279583333,0.566875,0.78,1.167916667
30/08/2008,1,0.2513125,0.257458333,0.2988125,0.3168125,0.2906875,22.6375,22.42291667,22.30208333,21.58333333,21.09583333,0.141041667,0.62375,0.541875,1.126041667,1.602083333
30/08/2008,2,0.143979167,0.210020833,0.263854167,0.29575,0.278666667,22.0125,22.00208333,21.81458333,21.31666667,21.06875,0.052083333,0.15,0.18,0.742291667,0.434791667
30/08/2008,3,0.112416667,0.2266875,0.251354167,0.230854167,0.290125,22.10833333,21.74791667,21.7875,21.06875,21.075,0.115208333,0.312083333,0.788541667,0.9825,0.909166667
30/08/2008,4,NA,0.266770833,0.3415625,0.307083333,0.378520833,NA,22.07291667,21.74791667,21.5625,21.18958333,NA,0.277291667,0.560416667,0.78,1.166458333
31/08/2008,1,0.228375,0.2555,0.298020833,0.316208333,0.289291667,22.925,22.67916667,22.47291667,21.62291667,21.03541667,0.117083333,0.617083333,0.54,1.125416667,1.592708333
31/08/2008,2,0.1304375,0.202125,0.2615,0.29525,0.278,22.59375,22.43333333,22.12083333,21.36041667,20.99375,0.042083333,0.145833333,0.175,0.737708333,0.43
31/08/2008,3,0.102083333,0.218645833,0.250083333,0.2295625,0.288479167,22.075,21.76041667,21.80625,21.03541667,20.99583333,0.100833333,0.293333333,0.785833333,0.957916667,0.901875
31/08/2008,4,NA,0.2646875,0.337104167,0.3066875,0.377104167,NA,22.26458333,21.90833333,21.55625,21.125,NA,0.27625,0.557291667,0.78,1.164791667
1/9/2008,1,0.218354167,0.2555625,0.2980625,0.315083333,0.2879375,23.85416667,23.3625,22.87916667,21.81041667,21.06458333,0.128541667,0.61625,0.537083333,1.12,1.581666667
1/9/2008,2,0.123375,0.198,0.260166667,0.294416667,0.2775,24.15208333,23.49583333,22.72916667,21.56458333,21.04375,0.031041667,0.142083333,0.17,0.730833333,0.43
1/9/2008,3,0.098645833,0.215520833,0.2503125,0.228604167,0.287208333,22.98333333,22.37083333,22.14791667,21.10416667,20.98958333,0.099166667,0.27875,0.784166667,0.930833333,0.898333333
1/9/2008,4,NA,0.264958333,0.334666667,0.306729167,0.376291667,NA,23.16458333,22.43125,21.68333333,21.1625,NA,0.274791667,0.555208333,0.78,1.164375
2/9/2008,1,0.211854167,0.256291667,0.300145833,0.315916667,0.287458333,24.27708333,24.09375,23.69791667,22.40208333,21.37708333,0.181458333,0.62,0.534166667,1.11875,1.574166667
2/9/2008,2,0.116291667,0.194791667,0.260604167,0.294625,0.277375,24.3625,24.15833333,23.65416667,22.20625,21.375,0.025,0.14,0.17,0.73,0.43
2/9/2008,3,0.097395833,0.215375,0.252583333,0.2291875,0.286520833,23.79583333,23.33125,23.09791667,21.65208333,21.2125,0.098541667,0.27,0.79,0.910625,0.890208333
2/9/2008,4,NA,0.264354167,0.33475,0.308291667,0.376791667,NA,23.92708333,23.28333333,22.2,21.48333333,NA,0.279583333,0.552083333,0.78,1.164583333
3/9/2008,1,0.194041667,0.244645833,0.2900625,0.310166667,0.286104167,20.8,21.49375,22.09791667,21.88125,21.38958333,0.08625,0.61125,0.531041667,1.112291667,1.560833333
3/9/2008,2,0.104208333,0.184604167,0.253145833,0.291583333,0.276791667,20.43125,21.04583333,21.775,21.75,21.42083333,0.02,0.131875,0.16375,0.724375,0.429375
3/9/2008,3,0.085854167,0.203375,0.24425,0.226291667,0.286020833,20.34166667,20.68541667,21.44583333,21.34375,21.3125,0.09,0.264166667,0.776875,0.89125,0.89
3/9/2008,4,NA,0.252375,0.325291667,0.305895833,0.375541667,NA,21.32916667,21.60833333,21.9,21.49375,NA,0.265,0.541666667,0.774166667,1.160208333
4/9/2008,1,0.187395833,0.238708333,0.282729167,0.30275,0.281458333,19.5625,20.24791667,20.87916667,20.90416667,20.77916667,0.0825,0.604375,0.548333333,1.103125,1.553125
4/9/2008,2,0.097875,0.179625,0.248125,0.2873125,0.274083333,19.13125,19.68541667,20.36041667,20.68125,20.79166667,0.02,0.128541667,0.16,0.72,0.421041667
4/9/2008,3,0.081541667,0.197520833,0.238666667,0.2213125,0.282520833,19.13333333,19.38958333,20.13333333,20.36666667,20.82083333,0.09,0.262291667,0.770208333,0.876875,0.888125
4/9/2008,4,NA,0.246458333,0.3195625,0.301333333,0.3714375,NA,19.99791667,20.39583333,21.04375,20.89583333,NA,0.255833333,0.54,0.77,1.154583333
5/9/2008,1,0.195229167,0.2331875,0.2754375,0.296020833,0.277229167,17.79166667,18.6,19.47291667,19.85208333,20.06666667,0.089583333,0.596875,0.581041667,1.094166667,1.545416667
5/9/2008,2,0.1178125,0.1760625,0.242458333,0.2829375,0.270875,17.00833333,17.70416667,18.68541667,19.52708333,20.01041667,0.028541667,0.123333333,0.16,0.712083333,0.42
5/9/2008,3,0.090645833,0.202291667,0.237854167,0.2178125,0.2785625,17.81666667,18.06875,18.88958333,19.43125,20.21458333,0.118125,0.287916667,0.773333333,0.870208333,0.883541667
5/9/2008,4,NA,0.239645833,0.3129375,0.2973125,0.367270833,NA,18.24791667,18.84166667,20.05625,20.14791667,NA,0.252291667,0.531041667,0.765625,1.149583333
6/9/2008,1,0.245125,0.235145833,0.273166667,0.291583333,0.2731875,17.73541667,18.24791667,18.875,19.125,19.40416667,0.098333333,0.58875,0.603541667,1.086041667,1.54
